,actividad,is_apellido1,is_apellido2,is_celular,is_direccion,is_fnac,is_nombre,is_nombrecompleto,is_nrofam,is_presencial,is_profesion,is_recontacto,is_remoto,is_telefono,loc_comuna,loc_provincia,loc_region,medio_inicial,sexo
1056,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
1058,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,otro,otro,bio-bio,internet,masculino
1061,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,otro,otro,bio-bio,internet,masculino
1063,duena de casa,True,True,True,True,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1064,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,otro,otro,otro,recorrido por el sector,masculino
1065,empleado,True,True,True,True,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
1066,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
1067,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
1069,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,otro,otro,otro,referidos,masculino
1071,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,femenino
1072,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1073,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
1075,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,metropolitana,recorrido por el sector,femenino
1076,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,internet,masculino
1077,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
1078,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
1079,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
1080,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1082,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,recorrido por el sector,masculino
1084,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,concepcion,concepcion,bio-bio,letreros,masculino
1085,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,hualpen,concepcion,bio-bio,recorrido por el sector,masculino
1086,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
1087,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,otro,otro,bio-bio,recorrido por el sector,masculino
1088,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1092,empleado,True,True,True,True,True,True,True,True,False,True,False,False,True,concepcion,concepcion,bio-bio,recontacto,masculino
1093,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
1095,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1097,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
1098,duena de casa,True,True,True,False,False,True,True,False,False,False,False,False,True,talcahuano,concepcion,bio-bio,recontacto,femenino
1099,profesional,True,True,True,True,False,True,True,True,False,True,False,False,True,quilicura,santiago,metropolitana,recorrido por el sector,masculino
1100,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
1103,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
1104,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
1106,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1109,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1110,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
1111,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
1112,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
1113,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1114,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1115,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
1118,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1119,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,letreros,masculino
1122,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,femenino
1123,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recontacto,femenino
1124,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1126,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,internet,masculino
1127,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1130,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1132,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
1133,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
1134,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,san ramon,santiago,metropolitana,recorrido por el sector,masculino
1135,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,femenino
1136,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,letreros,femenino
1137,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
1138,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
1139,independiente (no profesional),True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1140,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1143,independiente (no profesional),True,True,True,False,False,True,True,True,False,False,False,False,True,concepcion,concepcion,bio-bio,letreros,masculino
1144,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,femenino
1145,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,santiago,santiago,metropolitana,internet,femenino
1146,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
1147,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
1148,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1149,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,recontacto,masculino
1150,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1151,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
1152,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
1153,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,bio-bio,recorrido por el sector,femenino
1154,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1155,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1156,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1158,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,bio-bio,internet,masculino
1159,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
1160,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1161,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1162,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
1164,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
1165,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
1166,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
1168,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
1169,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
1170,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
1172,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
